problem_id,bkt_slip,bkt_guess
2928QGJLUK,0.2,0.0
3JQLVTL6X,0.15,0.0
OCPHW9HYF,0.15,0.0
GD2P1WW0J,0.1,0.0
10HQY24Q8N,0.05,0.0
GVIHVKH8J,0.05,0.0
AX1OM073T,0.05,0.0
DMH3JCYA3,0.05,0.0
22UTKN9LTV,0.05,0.0
2MUPDU8QFH,0.05,0.0
2696VFPP2J,0.1,0.25
200HEIRK3B,0.2,0.25
1H1496OLBA,0.1,0.25
Q0JNSUT7P,0.2,0.25
1QGC3TC7W5,0.05,0.0
YG9BZEOJX,0.05,0.0
2M7RNAZ5SO,0.05,0.0
2CN1EIJG13,0.1,0.0
26ED7P6W7A,0.05,0.0
D05IYNL9J,0.05,0.0
2A6646BY4H,0.05,0.0
1BRJGYJ6FB,0.05,0.0
1ZY3AJDL2V,0.05,0.0
2DKKCYGB64,0.05,0.0
2MOY98YLT3,0.05,0.0
1CTAYO90PP,0.05,0.0
26JULWSDBN,0.05,0.1
4ZHBJ5IU6,0.1,0.0
TBA3WXX1X,0.1,0.0
2574WO19IE,0.1,0.0
239GK5DQGX,0.05,0.0
1XSXB3510K,0.05,0.0
2N4ACNG2G6,0.05,0.0
M7BFQAW6K,0.05,0.0
1QZFNK00GL,0.05,0.0
1FTGD61CWX,0.1,0.0
2DKWGB0Q0E,0.2,0.0
1DE34SHKRO,0.2,0.0
ILSCFRBSH,0.05,0.0
1CSUFOV2FP,0.1,0.0
1KIFGE83YP,0.1,0.0
219RJORZ7J,0.1,0.0
YIOWBJ6C2,0.05,0.0
26CPF0UGT7,0.2,0.1
2PEYACVU7C,0.05,0.1
2NLDMGSCT2,0.1,0.0
QFLNAQFAN,0.05,0.0
2JAP42UIDX,0.05,0.25
NATAYX52U,0.15,0.0
1UOCK0H1EI,0.05,0.0
1ALBCVR9D4,0.05,0.1
22CUNNZY9,0.15,0.0
1LY8AOMPF5,0.2,0.0
1MC9UH57UI,0.2,0.0
2BC2VBZOCC,0.15,0.0
1OBWCAEQC1,0.2,0.0
1AWARBA6L9,0.15,0.0
17TFRY1WM5,0.2,0.0
1OZO65W7S1,0.1,0.0
2O6QN5MUKK,0.1,0.0
291UW6S5XT,0.15,0.0
1WZ7YETIMV,0.1,0.0
2DHJRENED1,0.15,0.0
D3F0ZR8ZR,0.15,0.0
1UY2LLHZUA,0.2,0.0
1PBBTOI3C,0.1,0.0
2ED56BSXKI,0.15,0.0
11XDKCJ4S2,0.2,0.0
UNXHI8Z16,0.2,0.0
EAX5CINHR,0.15,0.0
2N9F5ZMG91,0.1,0.0
1N5KA9N9DU,0.15,0.0
135G58AVZP,0.2,0.25
1B0H6KRHO5,0.2,0.25
1X2ZVS70X3,0.1,0.25
2KVHYOVLB1,0.2,0.0
8UW06350P,0.2,0.0
29TZ7SFCTK,0.2,0.25
RFR24XZ2H,0.15,0.25
1BNQWEIJBX,0.15,0.25
1LJGAXKQIX,0.15,0.25
O64MWLX9U,0.15,0.25
1CT0MNCK5O,0.1,0.25
WYR965W0N,0.2,0.1
2C88FMOPR5,0.2,0.25
1RXK36HHP,0.1,0.0
2NDGGZUO1E,0.15,0.0
1VT7ECOOO6,0.15,0.0
18IF8GB610,0.1,0.0
186BPWNWHJ,0.05,0.0
1PT5J704SM,0.05,0.0
2EI1015AZ5,0.05,0.0
2NOB0A5NKE,0.1,0.0
3D2R5Y0XC,0.1,0.0
2PL27GX0WG,0.1,0.0
2CUCCOYDRI,0.15,0.0
1EJX674V7H,0.15,0.0
H3WIA0FLC,0.05,0.0
2H7AKC5MB6,0.1,0.0
29ZGOBOGWQ,0.05,0.0
1LB5WH2YM0,0.05,0.0
4ARVR8R2J,0.15,0.0
83U5YFG4V,0.1,0.0
1DJ8LW5BIH,0.1,0.0
1H7ERA3Z5W,0.1,0.0
1R7H7ITBCM,0.1,0.0
27ARG3XL7,0.15,0.0
U9QNQKEEO,0.05,0.0
1905T82N36,0.15,0.0
15AINRUVQX,0.15,0.0
1R8PDO5HBJ,0.15,0.0
238JIWIG0Y,0.2,0.0
D65T5UNWC,0.2,0.0
243BB3VWM0,0.15,0.0
27HE9MDB9J,0.2,0.0
1GX69F6LFY,0.1,0.25
1LZ8XS0VQX,0.05,0.25
2KPD8WZ9J1,0.05,0.25
BKFS6ZJIB,0.05,0.25
13IY060CUF,0.2,0.0
J6QUVDJF1,0.05,0.0
FBT24UIBA,0.1,0.0
2MPBEZYXP7,0.05,0.0
H7D6LG0ML,0.15,0.0
HQX6PD3BA,0.1,0.0
DBL9V6DIL,0.1,0.0
638TJEKF2,0.05,0.0
2PU8QQQH4B,0.15,0.0
1AF1I58X2M,0.05,0.0
OXI4D6DYX,0.05,0.0
16769U0BQK,0.1,0.25
1E6CP34KCL,0.05,0.0
2GU12URCZK,0.05,0.25
13VZHGP9ER,0.05,0.0
1DL5XJQQ8O,0.2,0.25
28MK3HI224,0.05,0.0
1BSUWL423B,0.15,0.25
2COLIBNVTC,0.05,0.0
2EVDTG4VQV,0.1,0.25
FU255JHEF,0.05,0.0
1F31LXIB76,0.15,0.25
P3MEK8V5M,0.05,0.0
1K1MM58EAS,0.1,0.25
3TEB8FOZC,0.05,0.0
67AY1A0WC,0.1,0.25
121MR6DEEN,0.05,0.0
2JJ3BO351H,0.05,0.0
KIR10JW7,0.1,0.0
13B3S8EUP9,0.1,0.0
F3P64UXM,0.1,0.0
1ZA24CVDYX,0.1,0.25
1MZFCE3BDW,0.2,0.1
1CK4RFRFYW,0.05,0.0
IT0PY4TJF,0.15,0.25
24N30QPR9J,0.1,0.0
UX6MT4AH,0.05,0.0
23RR2QQN1U,0.05,0.25
1HW6ZKJ786,0.1,0.0
11KCSWT6OO,0.05,0.25
268JZ5RGZO,0.05,0.25
2GYZAUY2NA,0.05,0.25
1SE678KCNE,0.05,0.25
1Y9PR26YDT,0.15,0.0
1IGPM5OE3C,0.1,0.0
26JLM0C5KG,0.1,0.0
BOZBKS2SF,0.2,0.0
O1LXV8LSF,0.05,0.0
C1PJIKQBO,0.2,0.0
2OWJY7JFA0,0.05,0.0
15102OL9LF,0.1,0.0
1274JPS0H,0.1,0.0
27MX7CULJY,0.2,0.1
AKN53SJJ3,0.05,0.25
1ITGIVPLKA,0.05,0.1
H0V22Z7EN,0.05,0.0
1G4JWA8WH6,0.2,0.0
26RONROXXT,0.2,0.0
S41CM4LZW,0.1,0.0
9ZCCJ0TSV,0.1,0.0
ASCLXPRZV,0.05,0.0
OB4CC2Q3,0.05,0.0
RYK04MKFU,0.1,0.25
2C89EJUHCH,0.05,0.25
JWZ185Q5Q,0.05,0.0
2HBLF0FK7A,0.05,0.0
QGC8TNG8P,0.1,0.25
1UF0AESWW9,0.05,0.0
2BPI1I0M1O,0.05,0.0
1HF6PH0HUT,0.05,0.0
1A99WOKTQB,0.05,0.0
BF998EA04,0.05,0.0
4GMJ8576O,0.15,0.0
1QD43N7FYE,0.05,0.0
12KDZ96RV9,0.05,0.0
2AXBNDKXZM,0.1,0.0
2RRGRY3UMP,0.1,0.1
22A3PCUJ6G,0.2,0.0
1LWUYDO5H2,0.1,0.25
2EKA2FIMR,0.05,0.0
2OQNZTG46Z,0.1,0.0
GJQAI8V3T,0.15,0.25
YG45168YA,0.1,0.25
27JEOIX54L,0.1,0.25
AOAYVHIHL,0.1,0.25
1O95Z0LX4I,0.05,0.25
2RIL4VRKQH,0.05,0.0
1O2ACP9DED,0.05,0.0
W2S0OV2FO,0.05,0.0
13M4LU0M2I,0.15,0.0
2MEOEYC34P,0.05,0.0
28QRTM9MTG,0.1,0.25
83AY1RO15,0.05,0.25
9G7J1NY4N,0.2,0.0
AVAXKP4D2,0.1,0.0
1IHG13605I,0.2,0.1
24IQ4EUEF5,0.1,0.25
1JXYQZ6CPC,0.15,0.25
41P4NSNY4,0.2,0.1
11R3MDFITQ,0.05,0.0
28RS0MWZN3,0.05,0.0
1Q8KTG2AA1,0.1,0.0
W4WL8M8AN,0.05,0.0
247Z44RVGK,0.05,0.0
2JTXLS31KN,0.15,0.0
1XQX0V735,0.15,0.0
1W5TPO59I1,0.15,0.0
HP4B0K7D,0.1,0.0
BINGGEQ14,0.1,0.25
179IJN1TOO,0.05,0.25
1BQPDMX13V,0.15,0.0
1W83I1ONO3,0.2,0.0
24T1TA8FVO,0.15,0.0
2Q9NXAAP0Q,0.15,0.0
1N61OSET9D,0.1,0.1
2KU2QDAARY,0.05,0.25
FRMBKBOHY,0.05,0.0
X8967NP3V,0.1,0.0
4A4FZ2DXN,0.1,0.0
7KT7AUS87,0.05,0.0
SBSBK4C7J,0.05,0.0
1F5FKDMKGE,0.15,0.0
1QAJ322QPV,0.15,0.0
11XBG7C7DL,0.05,0.0
2K46JZR6JA,0.05,0.0
2FH25SVAER,0.2,0.0
11VT0SPXRM,0.2,0.0
2FF7C1HA5M,0.05,0.1
1775CK1P9W,0.1,0.25
E627BR2QD,0.05,0.0
14KP1PY6VW,0.05,0.0
2C5YHLTJ23,0.1,0.0
24781HSOLW,0.1,0.0
10VLMC97FW,0.1,0.0
88EMGI2VE,0.15,0.0
1IUQZCOEQJ,0.05,0.25
1OCJW40AUP,0.05,0.25
1LSL8RQXRN,0.1,0.25
OM5EU9KBT,0.05,0.25
1F9RHPLPU2,0.1,0.0
28SBUT5GM8,0.15,0.0
1Z7T7617D6,0.2,0.1
28B0S3FDND,0.15,0.1
XGEEVD17M,0.2,0.1
D9U36CX3Y,0.15,0.0
O1IKX1HR1,0.15,0.25
2ED529Y3XW,0.15,0.0
9ILOBEV9A,0.1,0.0
1GAZIIWTV4,0.15,0.25
1YW30CWBH6,0.15,0.25
DJZ5MUHPJ,0.1,0.25
1QK1NQUPN6,0.1,0.25
1Y77WRFUXO,0.15,0.0
J51JACJZ3,0.2,0.0
1XGSMEDH2S,0.2,0.0
1FL0U8U8AN,0.1,0.0
Q953PIVOO,0.2,0.1
EKTKLPCQP,0.15,0.0
A6HU7JKL7,0.1,0.1
1AJRQBIZ19,0.2,0.0
2OI6Z3M73K,0.15,0.1
17IAD5B62I,0.1,0.0
2A88DXNJKN,0.15,0.0
1C6IWGLDXC,0.2,0.0
14U7FMHUQ2,0.2,0.1
1U5AQXUCX5,0.2,0.1
1VMFJBSU5G,0.2,0.1
12TP2I5JM,0.2,0.1
VC5YFJVSH,0.1,0.1
1NAQZ8YH2G,0.15,0.0
2E4F06KJWA,0.1,0.0
1IF7QW8MCM,0.2,0.0
1NZHTXM5V8,0.15,0.0
UJMB26JA1,0.1,0.0
1IY2R44ULM,0.1,0.0
2FOO4M709B,0.1,0.0
2OHDCVZ9L8,0.15,0.0
L28M64P25,0.15,0.0
18SMWS08BV,0.1,0.0
2MMRTX4QOA,0.1,0.0
17UOQ8R9R4,0.2,0.0
V4H9EPUN7,0.1,0.0
2AQ72M3W68,0.15,0.0
13UWK2K2YF,0.15,0.0
1XFC2HJ1RD,0.15,0.0
1F3L09ODX,0.1,0.0
CF9G48P25,0.2,0.0
27DA5ZLMMP,0.15,0.0
1ZTDOTM0K1,0.2,0.0
CVTKINMGX,0.1,0.0
PINU0N85C,0.1,0.0
2C9AAU822M,0.15,0.0
1KW5QQQMLK,0.15,0.0
2O1IDAPXGH,0.2,0.0
1TSHOTYXLY,0.15,0.0
BAUHA5WKI,0.2,0.0
1O1UM6OQH6,0.15,0.0
1B97ZVE9PH,0.15,0.0
2ACT8BJ273,0.2,0.0
7DFSH18PT,0.15,0.0
HIBJF2YVU,0.2,0.0
58I2RWHPZ,0.2,0.0
1SFVKDXQUK,0.15,0.0
1MUCBRM80H,0.2,0.0
1ZSSSHBGR9,0.2,0.0
1GK9EGA0R5,0.2,0.0
26GK7MGV58,0.1,0.0
2QGEHAHC2E,0.2,0.0
P09D3P3BA,0.1,0.0
1JPY1SJI1Y,0.2,0.0
2L17SF5UE6,0.1,0.0
28BRPPN8EP,0.15,0.0
2BM4UDY373,0.2,0.0
1ISH3DT9FJ,0.15,0.0
1GDG85TR3I,0.2,0.0
262G86X1QX,0.2,0.0
9OUCX6GBI,0.15,0.25
BYY3JFIQS,0.15,0.25
1TDZMMJT97,0.2,0.0
11R3JNE765,0.2,0.0
1N3ODVL4G,0.1,0.0
1RNOFHZ42L,0.15,0.0
1F3S7DAKFA,0.2,0.0
2ETGRXFB48,0.2,0.0
1VN5ZLUT98,0.15,0.25
1N3W914R3I,0.15,0.0
18P39LFDLD,0.15,0.0
CYSDU25GE,0.15,0.0
288SL4AAH5,0.05,0.0
175MSKBI1C,0.05,0.0
1JHL4CQVQC,0.05,0.0
Y5M2HJKY7,0.15,0.0
1ISZYNDOGB,0.1,0.0
1ES0FTMFIE,0.2,0.0
6UPZUIUHG,0.2,0.0
8YB034FOD,0.15,0.0
1VHOV5LZSS,0.15,0.0
2E9Z5Q5DBT,0.1,0.0
1CCL7LF82U,0.2,0.0
1N5818E8UA,0.2,0.0
AC71RVA6,0.2,0.25
26CDQ3Y4KZ,0.1,0.0
EZ78ENWNR,0.1,0.0
UHPF4L7I,0.2,0.0
1HPKNKHGBP,0.15,0.0
2NVLHREWDU,0.2,0.0
25L0MLUALP,0.1,0.0
1Z4U6SLVGK,0.15,0.0
1YAQ8CY7GV,0.2,0.0
1ZQ2X6KCWB,0.1,0.0
ZOPUKZ3T0,0.15,0.0
2KPV05BZ0Q,0.1,0.0
1SF2C2S9V1,0.2,0.0
6CJSHYZLI,0.2,0.0
1R9ET4ZOOL,0.15,0.0
21ENT6536K,0.1,0.0
29LZ05RGCJ,0.05,0.0
1KBH4A20L1,0.05,0.0
2AXCPF8745,0.05,0.0
2CBO9Q71BU,0.1,0.25
2B9GQHGCPQ,0.1,0.25
MNHIC7VZ9,0.1,0.0
OHV1CUPL4,0.2,0.0
1EBTFNXV7M,0.15,0.0
LA4VCD8I8,0.15,0.0
2LFL3XDXFW,0.1,0.0
2KOK20NIEG,0.1,0.0
A5U3LCXS9,0.2,0.0
19NL6SMB0F,0.2,0.0
25652N1VZ9,0.1,0.0
180LSGNUDN,0.2,0.0
2QX5YMXUVK,0.2,0.0
1R08J4QJQS,0.1,0.0
20E1CO4WNA,0.2,0.0
5HMWQKYQA,0.2,0.0
1AHZLG0CSB,0.1,0.0
Q5VCV3IF,0.1,0.0
1EFNW3TZI0,0.15,0.0
8K17BSXDQ,0.2,0.0
P6EK68Y7I,0.1,0.0
W1EIFMR5Q,0.2,0.0
KTLH7IXM,0.2,0.0
Y3L5EB8WU,0.2,0.0
2RF3ZAL2IV,0.1,0.0
27BX5580AN,0.1,0.0
MXVRL2HMW,0.2,0.0
20LNM7MZEX,0.2,0.0
2B5GDD5LY9,0.15,0.0
1UO6Q94GNB,0.15,0.0
1CIHK60M3Q,0.1,0.0
8B3MAQD69,0.2,0.0
1W1LVCBWJE,0.1,0.0
2QIO3UYUJ1,0.15,0.0
2F27RO1P4L,0.15,0.0
8J1LAIMV,0.2,0.25
K0V6DHPRN,0.1,0.0
P3L3N3Q47,0.1,0.25
1XZ3W5KL6G,0.2,0.0
1L7JG7MF9C,0.1,0.25
VXW1Y7WXI,0.2,0.0
11TY8SI6QK,0.1,0.0
1ZQT8R2JR4,0.15,0.0
EK5FJG6BK,0.15,0.0
1HJPDL6WM7,0.1,0.25
3QCGBLLHJ,0.15,0.0
1TSZ59MV2,0.2,0.0
2D10FTDC79,0.2,0.0
24WSJGSKHM,0.2,0.0
1KCBV5FGEW,0.2,0.0
1K5XIJ6ZNQ,0.15,0.0
1WLNS16R1I,0.15,0.25
2A5FNV0K3Q,0.2,0.0
1IJX7A2TBJ,0.2,0.0
2H9SBVZQ76,0.1,0.0
FLHM814FI,0.1,0.0
2MMV7AG0KN,0.05,0.25
1UR3LAWJAD,0.05,0.25
25IXWOH0GK,0.05,0.25
BH9JFLE9N,0.15,0.0
1AS6GCDLTZ,0.2,0.0
1APT2RJ5JP,0.2,0.0
EU33CLZO2,0.2,0.0
1V7LPZMEWI,0.1,0.0
2B4UIXBFEQ,0.1,0.0
285PSCI6EO,0.1,0.0
7PRGF8J7O,0.2,0.0
114MUG4EXH,0.15,0.0
2IIZOIDNCW,0.2,0.0
1QAW5071YJ,0.2,0.0
VP3LHRD8G,0.1,0.0
192LZU2PKL,0.2,0.0
HGAIN3GE4,0.15,0.0
1D01TOGDY6,0.2,0.0
1N4PVI6EYU,0.1,0.0
1AZS9RCQW3,0.15,0.0
2BDCKKB9Z2,0.1,0.0
2J3LQ1J8A1,0.1,0.0
2IAT74AK9G,0.1,0.0
1EGPG6PHU,0.2,0.0
1TG9RNY7CJ,0.15,0.0
X71KW9OLQ,0.2,0.0
10V3VOPSN0,0.2,0.0
10GKB63E7T,0.15,0.0
18IJ6Q4ZTJ,0.15,0.0
1XF7FYLUZD,0.2,0.0
2MLMVSROM5,0.15,0.0
13N4NQDHTD,0.2,0.0
AH3USQ4JA,0.2,0.0
1BJNTX1X8Y,0.15,0.0
28C0LQJNDY,0.15,0.0
14YE6Q1KGY,0.1,0.0
2AQQ59TGZ3,0.2,0.0
2O8FW7EUEP,0.15,0.0
1XZPJVX17I,0.1,0.0
1IT09DN30R,0.2,0.0
SIV5GILBS,0.15,0.0
2LU79GTXB6,0.1,0.0
1NV7T2Y8JO,0.15,0.0
29POVFF4ZH,0.2,0.0
1UXB31GG9,0.2,0.0
QQM01EY4G,0.1,0.0
1FIAUZR9ZI,0.2,0.0
1MGB3FIXWU,0.1,0.0
360JKTMB6,0.2,0.0
OEJ6DWPO5,0.1,0.0
2922LMA3YW,0.1,0.0
2E0VF6A1Y,0.15,0.0
1A45UQ9SUW,0.15,0.0
T8P18D7A1,0.2,0.0
1G6O87Z1A5,0.2,0.25
OC0DTDWO6,0.1,0.0
2GN9Z2UPDW,0.2,0.25
LH1T78JDQ,0.1,0.0
1Y2NXXF5VG,0.1,0.0
2KEVQIYC7S,0.2,0.0
P5S06930C,0.2,0.0
1I6KOL11YC,0.1,0.0
1Z419MNGUD,0.15,0.0
29CQQTEXUO,0.15,0.0
1K689W002M,0.1,0.0
LIQYYYX2M,0.1,0.0
113NVWOY30,0.1,0.0
2F3LM1WC2L,0.15,0.0
2JP5WGM7NH,0.2,0.0
RIT85F4W7,0.1,0.0
20DMN6WZ9J,0.15,0.0
2905HLPU9Z,0.2,0.0
1KT1IZHHF7,0.1,0.0
LRPMOP5ZQ,0.1,0.0
2E1BEH5IEJ,0.15,0.0
25M4OZ199B,0.15,0.0
I3BOLJKKD,0.1,0.0
Y6CXDISQM,0.15,0.0
1W8158JA19,0.1,0.0
11PZM9QYKP,0.15,0.0
IK84RYC7X,0.2,0.0
GPNEZJWEP,0.2,0.0
1OTR9HL9T8,0.2,0.0
LLWAEAEU2,0.15,0.0
22RUUBE6NF,0.15,0.0
1ZHHZOJOEE,0.15,0.0
20KS7FZ88M,0.2,0.0
BCJY1ZNIN,0.15,0.0
SBCUDTUZR,0.2,0.0
60VZ42C0,0.15,0.0
1Q580IUSMO,0.15,0.0
1NJC8BE1YD,0.1,0.0
1OCFV1NR23,0.15,0.0
1J01WMMLML,0.2,0.0
1X6510DAYY,0.2,0.0
1U2J6ZTTCZ,0.1,0.0
1ONTY9OK8Z,0.2,0.0
2G0IWY4W8Y,0.15,0.0
295GG4RQ55,0.2,0.0
2L4XWU21AO,0.2,0.0
1EV5D8C9ZX,0.2,0.0
XUDZTG1GE,0.1,0.0
1U8LJSY9B8,0.2,0.0
1HK3INLWJ9,0.15,0.0
1YZT7IE0PC,0.15,0.0
2DEPWXVEI,0.15,0.0
B0F7SH2VO,0.2,0.0
1T2WKWLNTR,0.15,0.0
1K3NURZ0FO,0.2,0.0
2GWC5VMIXH,0.2,0.0
BJPBP1MVW,0.15,0.0
1B7YTF9KLN,0.2,0.0
1SD4D8DL56,0.2,0.0
WFYMCBVU5,0.1,0.0
1YGEXUO6EM,0.2,0.0
LM97W1FL,0.2,0.0
2GJRYRDM34,0.2,0.0
226R8WKAEK,0.2,0.0
ZN4ILLV1Y,0.1,0.0
KBJWXE00J,0.1,0.0
1WPPVOKU4L,0.15,0.0
Q59ES6UL3,0.1,0.0
1LGILBYIAD,0.1,0.0
1K39SQ922S,0.2,0.0
258EO5OM5Q,0.2,0.0
2D7AGZ49LV,0.15,0.0
I7AW9A4W5,0.2,0.0
2LDKNF0TAL,0.1,0.0
DP2O0SN48,0.1,0.0
2J3933KTAJ,0.2,0.0
2L437VC6I5,0.2,0.0
2G6Y8DUPMH,0.15,0.0
1MAGQNKBK5,0.15,0.0
1JE960DCL1,0.15,0.0
1ANCKYQW7W,0.15,0.0
5FDIOZRC9,0.15,0.0
2J12DDIBQT,0.15,0.0
29CJJRHZIO,0.2,0.0
7RF12Q65B,0.2,0.0
1150QXFIHM,0.1,0.0
17G387MH2N,0.2,0.0
15P16ZXU23,0.2,0.0
2MN4VT2YRO,0.15,0.25
7T7AR2XUU,0.2,0.25
2LT2H23A0S,0.1,0.25
142Q48U345,0.15,0.25
2J1B9OUXW6,0.2,0.25
1PY3QSSYFM,0.2,0.0
CDFKEAHLP,0.2,0.0
290HVM7RNR,0.15,0.0
1MLGO9UDNT,0.1,0.0
2FFENZ93G6,0.15,0.0
2JMLG01H6P,0.2,0.0
WKNRYTBDT,0.1,0.0
28CHAW54C7,0.2,0.0
22IQKCCQR3,0.15,0.0
2I6USE20ZM,0.2,0.0
1N4G0G828X,0.1,0.0
1PAL7NUUM0,0.2,0.0
26ROC074D2,0.2,0.0
U057TS14Q,0.15,0.25
D95AK2GLH,0.2,0.0
1E9EBDW7HJ,0.1,0.0
285HBEKECH,0.15,0.0
176VNZZLUQ,0.1,0.0
265TEG0RHV,0.2,0.0
V5TDTC704,0.15,0.0
2RK45FUX4P,0.2,0.0
1FCAJCJXEN,0.1,0.0
14OSD53DZF,0.15,0.0
KQCD3PY0M,0.2,0.0
13SVMPM8DJ,0.15,0.0
SUIWWPCXG,0.2,0.0
5DWPJNSMA,0.2,0.0
1YP85R18TK,0.1,0.0
VFBSPYLY,0.2,0.0
28X4SVT40A,0.1,0.0
9EOSXNYG7,0.15,0.25
2J6A041Z6B,0.15,0.0
1UCBIJYSG5,0.2,0.0
21SRMU9Q88,0.15,0.0
156G0NX3T8,0.2,0.0
15TI6ID7CO,0.2,0.0
2QRE9GPECV,0.1,0.1
2NY9JNUQO3,0.1,0.1
1MVMNAKAC,0.15,0.1
22T5U5MOCY,0.15,0.25
1TL3LRTGGO,0.15,0.25
1G79636N1B,0.15,0.25
WH6TVSGLR,0.1,0.25
2CAEZ4LQLT,0.1,0.0
2IFD4933LP,0.1,0.25
2DCYFKLY3O,0.15,0.0
279K5NBW9S,0.05,0.25
DQ4X8LBMC,0.1,0.0
WDMC4AY2V,0.05,0.25
ISVS4YEGF,0.1,0.0
136X7LTUOJ,0.15,0.25
2A037KYT39,0.15,0.0
XKNOWYYPW,0.1,0.0
1C2S2GF5FQ,0.15,0.0
5OG9OPVB7,0.1,0.0
1VJFTZ1WSJ,0.1,0.0
NCYBJ3ZG2,0.05,0.0
160O0CC54D,0.1,0.0
12MJJTOU4K,0.15,0.0
1KO9PRC0GX,0.1,0.0
1IH7FDIS40,0.1,0.0
L2YYIX5BS,0.15,0.0
256WQWO3QC,0.2,0.0
1DMGON1CZY,0.1,0.0
2Q0Z9UZ95Z,0.2,0.0
1V9JQT0U2S,0.15,0.0
GSE1APTEX,0.2,0.0
12B8BDPJ9C,0.15,0.0
IFPD71AY6,0.05,0.0
5DUYZIUC9,0.15,0.0
2B051U9OB8,0.15,0.0
1MFIJ1JNCN,0.15,0.0
6VKOQAA7B,0.1,0.0
10VI6CK7WD,0.15,0.0
V1FJEL5NS,0.05,0.0
2OJMPVW2LI,0.05,0.0
2PXCJQ9TV6,0.15,0.1
1EYENV64M9,0.2,0.1
1C8XVQXIVB,0.1,0.0
1WUYZ27E9Q,0.05,0.0
1Y8RNBXAUW,0.1,0.0
JZ3HCT50Z,0.05,0.0
RGNRAR0LK,0.2,0.0
2BFJ9EPUGJ,0.05,0.0
2FATM8GQ7L,0.05,0.0
VWODW4D2,0.05,0.0
103A13V7PG,0.05,0.0
O4746NWO2,0.05,0.0
E6DDAMHVR,0.05,0.0
NHYN5KITM,0.05,0.0
3BKZZDEIQ,0.05,0.0
1HDJZB5YYC,0.2,0.0
1IYQ7J9NPY,0.2,0.0
28TWMS99XL,0.05,0.0
1JBJJO208O,0.1,0.0
16WNSTIDXO,0.1,0.0
2D5OJJST9M,0.15,0.0
3FTGETFCJ,0.05,0.0
12YAGDH78Q,0.1,0.0
1LQF2UD9JA,0.1,0.0
1D85QZVC5Z,0.1,0.0
20A7E0JUQF,0.05,0.0
21U492F1MF,0.15,0.0
1T5GLRM6FW,0.05,0.0
14YXT655F,0.1,0.0
2K6C8UZRUR,0.1,0.25
254Q13S325,0.1,0.25
Q468KNA5Q,0.15,0.0
5IUDO9BM2,0.05,0.25
1DX2PRU9N7,0.05,0.0
1QGI2T9KL3,0.1,0.0
1RJ28SOXSH,0.05,0.0
LWT4Z6JNN,0.05,0.0
1W4CERAFOX,0.1,0.0
20INVMM54U,0.1,0.0
1G8430W4LS,0.05,0.0
1A6S1RUT0G,0.1,0.0
QVAS9FHAB,0.05,0.0
GK2TVURK2,0.05,0.0
1HW5PE6UKJ,0.1,0.0
XAF3V5NLX,0.05,0.25
QRYV1O4UK,0.1,0.0
1D9IIMF8FS,0.1,0.0
1Q7Z2PSXCH,0.05,0.0
2EL1SEJKZQ,0.05,0.0
1CN17S9SLV,0.1,0.0
1KGALQYQI5,0.05,0.25
2JTROBBGI0,0.1,0.25
DHIV660B6,0.15,0.0
18V1ULCWBP,0.1,0.0
23VYXGS8UJ,0.05,0.25
OZC48DI05,0.05,0.25
1DLHZ1PBJJ,0.1,0.25
1VO9D24FQ2,0.1,0.25
H67OHSG1R,0.1,0.0
2APMAGQJ6U,0.15,0.0
CQ2KZFI0A,0.15,0.0
2GZ8XCWTID,0.2,0.0
Q0I8AK0QA,0.1,0.0
16OTQD1VEF,0.1,0.0
BV2VLR8YA,0.2,0.0
DDCXSOPLO,0.2,0.0
8IVF6A433,0.15,0.0
1GR6CVUHIK,0.15,0.0
FUVKQCAMU,0.15,0.0
811UWKCBT,0.15,0.0
8NUNU0BOH,0.1,0.0
UWJEJ5KD5,0.1,0.0
22QG2NRLBK,0.1,0.0
50GTVMFYX,0.2,0.25
1TKZ33KWOF,0.1,0.0
136XXFCV57,0.2,0.0
ODBTENUQB,0.05,0.0
ABL3HGACT,0.05,0.0
1NS70HY741,0.05,0.0
CXIQROY88,0.2,0.0
1AU6NNC8K6,0.15,0.0
2L7NRDYEDF,0.2,0.0
X3SB6EG6U,0.1,0.25
1PORMTVS2X,0.15,0.1
16SGV0KRJM,0.1,0.25
18ATI5LEL0,0.1,0.0
ICRJWLMKP,0.15,0.0
75UHJKO9T,0.2,0.0
X68UY9HV0,0.2,0.0
1RSR19GMS0,0.1,0.0
KM8X7KZXE,0.15,0.0
1F7CM6LNR4,0.15,0.0
1H5B3DYMWB,0.1,0.0
NL2SBLIKL,0.2,0.0
2HWUXCIFUR,0.15,0.0
1X0SV2JYPD,0.2,0.0
PX8N64VTS,0.15,0.0
1YSFCK1GDN,0.1,0.0
2DAUHKMTFK,0.15,0.0
25GVT218GN,0.1,0.25
25P6N0CR0A,0.2,0.25
2ROVPVDHBK,0.2,0.25
1INKKHEWF5,0.1,0.25
1IMATGD6DF,0.2,0.25
HSNP9L52,0.15,0.25
133GQCLAZZ,0.1,0.25
EYC11EX5N,0.1,0.25
C6BSDJ2PZ,0.1,0.25
L0HPGXI0C,0.2,0.25
2CTY922HJS,0.1,0.25
GZQGC211M,0.1,0.25
28PIBUVJQR,0.2,0.25
LMYBFZVAI,0.15,0.25
1C2SLK23UM,0.2,0.25
